unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1626998400,2021-07-23 00:00:00,BTC/USD,32306.98,33684.17,32000.00,33684.17,1976.38421775,66572861.97600801
1626912000,2021-07-22 00:00:00,BTC/USD,32115.82,32609.83,31703.15,32300.88,2392.46948134,77278869.62042558
1626825600,2021-07-21 00:00:00,BTC/USD,29792.99,32875.42,29500.00,32138.45,4842.16399723,155619645.5167765
1626739200,2021-07-20 00:00:00,BTC/USD,30822.08,31068.62,29296.39,29786.58,3413.24206454,101668807.81478587
1626652800,2021-07-19 00:00:00,BTC/USD,31794.49,31881.71,30400.00,30829.29,2506.27744084,77266754.0441142
1626566400,2021-07-18 00:00:00,BTC/USD,31509.33,32440.98,31100.00,31776.65,1256.54606075,39928824.38133149
1626480000,2021-07-17 00:00:00,BTC/USD,31376.30,31950.00,31176.66,31529.68,1550.07201059,48873274.47085931
1626393600,2021-07-16 00:00:00,BTC/USD,31885.70,32264.53,31012.93,31388.17,1912.46866725,60028891.647316426
1626307200,2021-07-15 00:00:00,BTC/USD,32818.68,33179.00,31121.57,31848.65,2470.21303625,78672950.41696358
1626220800,2021-07-14 00:00:00,BTC/USD,32737.56,33111.72,31589.35,32823.55,2753.09806091,90366451.85718244
1626134400,2021-07-13 00:00:00,BTC/USD,33091.53,33340.00,32190.00,32728.00,1870.57403303,61220146.95300584
1626048000,2021-07-12 00:00:00,BTC/USD,34266.84,34677.00,32660.00,33105.00,1879.53733471,62222083.465574555
1625961600,2021-07-11 00:00:00,BTC/USD,33521.48,34635.82,33335.49,34258.53,1635.01765874,56013301.512474045
1625875200,2021-07-10 00:00:00,BTC/USD,33830.73,34261.04,33014.21,33517.60,1442.42483187,48346618.54468591
1625788800,2021-07-09 00:00:00,BTC/USD,32892.94,34115.44,32285.73,33826.43,1636.57507041,55359492.05896894
1625702400,2021-07-08 00:00:00,BTC/USD,33858.33,33943.02,32101.00,32898.79,2945.85492495,96915062.54639582
1625616000,2021-07-07 00:00:00,BTC/USD,34231.95,35059.02,33800.00,33882.47,1540.04244824,52180442.05121836
1625529600,2021-07-06 00:00:00,BTC/USD,33730.76,35100.49,33510.58,34244.09,2386.50511711,81723696.01577537
1625443200,2021-07-05 00:00:00,BTC/USD,35255.00,35258.70,33143.00,33704.21,2254.35340918,75981200.71721865
1625356800,2021-07-04 00:00:00,BTC/USD,34672.08,35960.00,34404.29,35289.21,1204.00371528,42488339.94929613
1625270400,2021-07-03 00:00:00,BTC/USD,33810.46,34959.72,33333.10,34688.30,1244.49692391,43169482.64566726
1625184000,2021-07-02 00:00:00,BTC/USD,33537.11,33981.51,32700.05,33811.56,2086.83881625,70559275.84596585
1625097600,2021-07-01 00:00:00,BTC/USD,35059.71,35071.34,32700.88,33564.21,3118.76325902,104678824.96603167
1625011200,2021-06-30 00:00:00,BTC/USD,35900.05,36099.82,34049.36,35037.23,3381.04539530,118462465.15556704
1624924800,2021-06-29 00:00:00,BTC/USD,34494.42,36623.79,34240.00,35907.93,3179.50783988,114169544.94886225
1624838400,2021-06-28 00:00:00,BTC/USD,34716.02,35357.13,33878.23,34487.11,3369.99371686,116221344.01265967
1624752000,2021-06-27 00:00:00,BTC/USD,32293.98,34772.94,32015.82,34699.50,3260.56534452,113139987.17217174
1624665600,2021-06-26 00:00:00,BTC/USD,31595.95,32714.46,30082.79,32269.38,3300.16005776,106494118.9646794
1624579200,2021-06-25 00:00:00,BTC/USD,34652.68,35517.22,31271.02,31597.75,5099.26353351,161125254.31596562
1624492800,2021-06-24 00:00:00,BTC/USD,33693.99,35289.00,32314.37,34649.32,4725.82718452,163746698.3811325
1624406400,2021-06-23 00:00:00,BTC/USD,32547.57,35000.00,31670.89,33652.28,5855.58129399,197053661.2681138
1624320000,2021-06-22 00:00:00,BTC/USD,31628.83,33315.85,28600.00,32545.26,9778.51694548,318244376.4050524
1624233600,2021-06-21 00:00:00,BTC/USD,35598.66,35763.80,31238.69,31634.16,8580.06222043,271423061.09103787
1624147200,2021-06-20 00:00:00,BTC/USD,35494.70,36125.00,33337.00,35589.77,3958.11811992,140868513.5207852
1624060800,2021-06-19 00:00:00,BTC/USD,35849.18,36440.00,34718.21,35507.06,3129.33472247,111113475.75082563
1623974400,2021-06-18 00:00:00,BTC/USD,38110.25,38208.68,35143.68,35840.00,4240.40486721,151976110.4408064
1623888000,2021-06-17 00:00:00,BTC/USD,38361.38,39553.05,37350.00,38097.68,3569.25261640,135980244.01876995
1623801600,2021-06-16 00:00:00,BTC/USD,40166.93,40506.59,38095.41,38353.99,4008.51296381,153742466.1288391
1623715200,2021-06-15 00:00:00,BTC/USD,40544.19,41341.57,39526.47,40171.47,4078.80197440,163851471.15055037
1623628800,2021-06-14 00:00:00,BTC/USD,39035.52,41050.00,38758.40,40532.79,6281.28059699,254597827.36887032
1623542400,2021-06-13 00:00:00,BTC/USD,35563.66,39386.43,34783.90,39013.76,3601.91766642,140524351.37746996
1623456000,2021-06-12 00:00:00,BTC/USD,37338.91,37445.55,34630.00,35542.76,3727.95235350,132501715.79188566
1623369600,2021-06-11 00:00:00,BTC/USD,36724.97,37680.65,35958.49,37341.11,3741.23051559,139701700.21800292
1623283200,2021-06-10 00:00:00,BTC/USD,37414.64,38446.24,35824.69,36707.54,5761.72488740,211498746.773231
1623196800,2021-06-09 00:00:00,BTC/USD,33413.19,37556.25,32423.72,37400.00,8539.58734220,319380566.59828
1623110400,2021-06-08 00:00:00,BTC/USD,33567.51,34085.61,31025.00,33411.69,9044.64846998,302196990.8379461
1623024000,2021-06-07 00:00:00,BTC/USD,35810.69,36808.30,33321.09,33582.62,4913.04022502,164992762.92156118
1622937600,2021-06-06 00:00:00,BTC/USD,35532.59,36510.58,35250.00,35808.85,2526.73361997,90479425.18746273
1622851200,2021-06-05 00:00:00,BTC/USD,36851.58,37927.93,34849.65,35532.14,4106.34880652,145907360.68210155
1622764800,2021-06-04 00:00:00,BTC/USD,39242.94,39277.36,35576.67,36887.32,5786.18608707,213436897.77329895
1622678400,2021-06-03 00:00:00,BTC/USD,37585.12,39490.00,37176.06,39219.88,4058.94293164,159191254.705769
1622592000,2021-06-02 00:00:00,BTC/USD,36693.30,38256.30,35933.19,37589.36,4270.10341121,160510454.36120072
1622505600,2021-06-01 00:00:00,BTC/USD,37279.89,37927.44,35699.98,36693.30,4348.75448360,159570152.89307988
1622419200,2021-05-31 00:00:00,BTC/USD,35675.30,37540.96,34195.20,37341.41,4383.79233382,163696986.8920295
1622332800,2021-05-30 00:00:00,BTC/USD,34644.09,36516.99,33425.00,35677.72,2979.71977699,106309607.88191167
1622246400,2021-05-29 00:00:00,BTC/USD,35691.36,37348.01,33650.00,34632.08,4457.16762006,154360985.59132755
1622160000,2021-05-28 00:00:00,BTC/USD,38578.50,38905.12,34710.23,35692.46,6167.02059154,220116135.7827178
1622073600,2021-05-27 00:00:00,BTC/USD,39299.46,40429.47,37212.90,38503.47,4113.43820958,158381644.69941726
1621987200,2021-05-26 00:00:00,BTC/USD,38385.87,40904.00,37859.74,39309.56,4205.61283515,165320790.08009902
1621900800,2021-05-25 00:00:00,BTC/USD,38848.36,40000.00,36486.85,38397.72,5765.34726030,221376189.80376652
1621814400,2021-05-24 00:00:00,BTC/USD,34735.35,39960.00,34426.21,38839.86,10213.18324641,396678607.44490993
1621728000,2021-05-23 00:00:00,BTC/USD,37474.34,38311.74,31107.46,34706.79,9376.29208573,325421000.3980931
1621641600,2021-05-22 00:00:00,BTC/USD,37318.43,38887.99,35260.00,37500.54,5720.00562166,214503299.6152857
1621555200,2021-05-21 00:00:00,BTC/USD,40566.13,42297.89,33520.00,37335.16,13106.84060164,489345990.9567257
1621468800,2021-05-20 00:00:00,BTC/USD,36793.39,43000.00,35000.00,40640.90,14703.03041947,597544388.9746383
1621382400,2021-05-19 00:00:00,BTC/USD,42900.85,43601.63,30066.00,36780.43,32468.86397019,1194218778.4350953
1621296000,2021-05-18 00:00:00,BTC/USD,43581.27,45872.05,42023.69,42877.75,6275.91387222,269097066.03458107
1621209600,2021-05-17 00:00:00,BTC/USD,46446.42,46648.50,42100.00,43593.39,12262.72268102,534573652.29555047
1621123200,2021-05-16 00:00:00,BTC/USD,46753.40,49800.00,43769.40,46444.75,5750.08326356,267061179.65522832
1621036800,2021-05-15 00:00:00,BTC/USD,49883.89,50710.93,46448.53,46708.89,3613.92837843,168802583.09596524
